x	y	color
35127.19140625	8448.169921875	0
35109.4765625	8413.5146484375	0
35131.1171875	8365.443359375	0
35205.44921875	8038.56201171875	0
35191.42578125	8122.9609375	0
35199.8515625	8078.44384765625	0
35200.33203125	8348.96875	0
35178.359375	8383.138671875	0
35160.37890625	8412.3671875	0
35209.73828125	8382.0419921875	0
35159.23046875	8369.205078125	0
35163.7421875	8269.4052734375	0
35168.296875	8160.92578125	0
35195.45703125	8230.8095703125	0
35185.80859375	8197.2265625	0
35084.2578125	7903.9658203125	0
34833.12890625	8689.2314453125	0
34829.91015625	8730.83203125	0
34890.17578125	8731.6474609375	0
34819.06640625	8837.083984375	0
34828.26953125	8864.6630859375	0
34793.67578125	8852.0634765625	0
34855.31640625	8753.7685546875	0
34874.765625	8793.7939453125	0
34845.1796875	8777.310546875	0
34895.6015625	8762.8828125	0
34808.06640625	8751.7529296875	0
34835.34765625	8807.505859375	0
34800.64453125	8808.345703125	0
34817.6328125	8780.115234375	0
34930.22265625	8987.7333984375	0
34917.7421875	9032.3583984375	0
34988.421875	9045.0341796875	0
34994.12109375	8987.2177734375	0
34978.5390625	9082.447265625	0
35005.30859375	9096.2080078125	0
34970.48828125	9116.39453125	0
34951.86328125	9071.857421875	0
34903.6953125	9061.6904296875	0
34895.46875	9093.6123046875	0
34930.78125	9089.3603515625	0
34866.69921875	8982.4755859375	0
34882.6328125	9026.26953125	0
34856.49609375	9027.6904296875	0
34856.83984375	9068.41796875	0
34859.625	9148.4091796875	0
34871.34765625	9108.556640625	0
34877.0234375	9074.62890625	0
34811.31640625	8987.4921875	0
34811.1484375	9234.775390625	0
